originating-authority-charge-identifier,number_of_polygons,number_of_points,number_of_lines,avg_area_(m^3),area_standard_derivation_(+-),smallest_area_(m^3),largest_area_(m^3)
16500,1,0,0,286.9028370093337,,286.9028370093337,286.9028370093337
16501,5,25,0,189.76603700705095,148.97533064128388,61.07829259499955,423.5406889879753
16503,2,0,0,99.13966900315367,140.17853546375542,0.01847599993326969,198.26086200637408
16504,1,0,0,74.01000000528788,,74.01000000528788,74.01000000528788
16505,1,0,0,87.90889649748259,,87.90889649748259,87.90889649748259
16506,1,0,0,244.24732851372607,,244.24732851372607,244.24732851372607
16507,1,0,0,107.82740826356182,,107.82740826356182,107.82740826356182
16508,1,0,0,256.197951495897,,256.197951495897,256.197951495897
16509,1,0,0,284.6796160005298,,284.6796160005298,284.6796160005298
16510,1,0,0,149.4564124942171,,149.4564124942171,149.4564124942171
16511,1,0,0,228.64692799341685,,228.64692799341685,228.64692799341685
16512,1,0,0,331.4303829829597,,331.4303829829597,331.4303829829597
16513,1,0,0,176.33341651447105,,176.33341651447105,176.33341651447105
16514,1,0,0,84.99492800248335,,84.99492800248335,84.99492800248335
16515,1,0,0,9573.38575405672,,9573.38575405672,9573.38575405672
16516,1,0,0,294.0748380091278,,294.0748380091278,294.0748380091278
16517,1,0,0,339.36496099907606,,339.36496099907606,339.36496099907606
16518,1,0,0,231.59794448761406,,231.59794448761406,231.59794448761406
16519,1,0,0,83.29818100476191,,83.29818100476191,83.29818100476191
16520,1,0,0,128.77850250367678,,128.77850250367678,128.77850250367678
16521,1,0,0,292.2400290126935,,292.2400290126935,292.2400290126935
16522,1,0,0,217.63804649583372,,217.63804649583372,217.63804649583372
16523,1,0,0,223.4561509743449,,223.4561509743449,223.4561509743449
16524,1,0,0,237.44394401945738,,237.44394401945738,237.44394401945738
16525,1,0,0,196.88870949542525,,196.88870949542525,196.88870949542525
16526,1,0,0,345.50848300500576,,345.50848300500576,345.50848300500576
16528,1,0,0,81.17950000318899,,81.17950000318899,81.17950000318899
16529,1,0,0,28.127243997704714,,28.127243997704714,28.127243997704714
16530,1,0,0,255.34233050252448,,255.34233050252448,255.34233050252448
16531,1,0,0,1166.789995488509,,1166.789995488509,1166.789995488509
16532,1,0,0,344.82589600012625,,344.82589600012625,344.82589600012625
16533,1,0,0,277.4502648526625,,277.4502648526625,277.4502648526625
16534,0,2,0,,,,
16535,0,30,0,,,,
16536,1,0,0,242.90030449945635,,242.90030449945635,242.90030449945635
16538,1,0,0,137.31194950062724,,137.31194950062724,137.31194950062724
16539,1,0,0,197.7722354863308,,197.7722354863308,197.7722354863308
16540,1,0,0,175.9725000030444,,175.9725000030444,175.9725000030444
16541,1,3,0,842.1210121540973,,842.1210121540973,842.1210121540973
16544,1,0,0,68.7219260052748,,68.7219260052748,68.7219260052748
16545,1,0,0,446.26000199900545,,446.26000199900545,446.26000199900545
16546,1,0,0,208.68555000474103,,208.68555000474103,208.68555000474103
16547,1,0,0,45.17704998865565,,45.17704998865565,45.17704998865565
16548,1,0,0,259.1545500116955,,259.1545500116955,259.1545500116955
16549,1,0,0,219371.07605979207,,219371.07605979207,219371.07605979207
16551,1,0,0,41.17094999784183,,41.17094999784183,41.17094999784183
16553,1,0,0,477.16296300692056,,477.16296300692056,477.16296300692056
16554,1,0,0,351.7953559908537,,351.7953559908537,351.7953559908537
16555,1,0,0,456.97815498236776,,456.97815498236776,456.97815498236776
16556,1,0,0,84.15569599470908,,84.15569599470908,84.15569599470908
16557,1,0,0,459.3217175043256,,459.3217175043256,459.3217175043256
16558,1,0,0,373.76373750510413,,373.76373750510413,373.76373750510413
16559,1,0,0,331.1688130045161,,331.1688130045161,331.1688130045161
16560,1,0,0,484.3384924953602,,484.3384924953602,484.3384924953602
16561,1,0,0,323.9858564892133,,323.9858564892133,323.9858564892133
16562,1,0,0,485.4680455045633,,485.4680455045633,485.4680455045633
16563,1,0,0,710.1180459875711,,710.1180459875711,710.1180459875711
16564,1,0,0,287.0693915117485,,287.0693915117485,287.0693915117485
16565,1,0,0,366.50562549421636,,366.50562549421636,366.50562549421636
16566,1,0,0,83.32969000625204,,83.32969000625204,83.32969000625204
16567,1,0,0,445.4482250016905,,445.4482250016905,445.4482250016905
16568,1,0,0,193.34251750540562,,193.34251750540562,193.34251750540562
16569,1,0,0,337.1723370033912,,337.1723370033912,337.1723370033912
16570,1,0,0,381.646102494644,,381.646102494644,381.646102494644
16573,2,11,0,191.14505874995837,33.06287869996829,167.76607301566253,214.5240444842542
16574,1,0,0,142.68873850891336,,142.68873850891336,142.68873850891336
16575,1,0,0,71.54503800745306,,71.54503800745306,71.54503800745306
16576,1,0,0,5122.906123492434,,5122.906123492434,5122.906123492434
16577,1,0,0,370.68512299310765,,370.68512299310765,370.68512299310765
16578,1,0,0,153.50980449913874,,153.50980449913874,153.50980449913874
16579,1,0,0,40.10219500048144,,40.10219500048144,40.10219500048144
16581,1,0,0,320.05409750624915,,320.05409750624915,320.05409750624915
16583,1,0,0,55.10987300022545,,55.10987300022545,55.10987300022545
16584,1,0,0,50.80596299900483,,50.80596299900483,50.80596299900483
16585,1,0,0,441.90340598943146,,441.90340598943146,441.90340598943146
16586,1,0,0,453.54297602875204,,453.54297602875204,453.54297602875204
16587,1,0,0,83.94141650274622,,83.94141650274622,83.94141650274622
16588,1,0,0,239.7124750066084,,239.7124750066084,239.7124750066084
16590,1,0,0,94.741424500164,,94.741424500164,94.741424500164
16591,1,0,0,359.33407648307724,,359.33407648307724,359.33407648307724
16592,1,0,0,47.47875450101405,,47.47875450101405,47.47875450101405
16593,1,0,0,165.09750150084355,,165.09750150084355,165.09750150084355
16594,1,0,0,353.0125349935719,,353.0125349935719,353.0125349935719
16595,1,0,0,120.9083140013638,,120.9083140013638,120.9083140013638
16596,1,0,0,122.88258800908037,,122.88258800908037,122.88258800908037
16597,1,0,0,105.4547939958218,,105.4547939958218,105.4547939958218
16598,1,0,0,50.56618500217204,,50.56618500217204,50.56618500217204
16599,1,0,0,385.4165804850949,,385.4165804850949,385.4165804850949
16600,1,0,0,49.151672004071656,,49.151672004071656,49.151672004071656
16601,1,0,0,54.30187499380528,,54.30187499380528,54.30187499380528
16602,1,0,0,289.9211325133089,,289.9211325133089,289.9211325133089
16603,1,0,0,46.07180050072513,,46.07180050072513,46.07180050072513
16604,1,0,0,81.70976049824876,,81.70976049824876,81.70976049824876
16605,1,0,0,21.84323149994245,,21.84323149994245,21.84323149994245
16606,1,0,0,141.13079499380032,,141.13079499380032,141.13079499380032
16607,2,0,0,1444.4428112279368,1861.327930579394,128.2852095033239,2760.6004129525495
16608,1,0,0,47.00404899710185,,47.00404899710185,47.00404899710185
16609,1,0,0,55.15432249149977,,55.15432249149977,55.15432249149977
16610,1,0,0,46.50963899940785,,46.50963899940785,46.50963899940785
16611,2,0,0,1444.4428112279368,1861.327930579394,128.2852095033239,2760.6004129525495
16612,1,0,0,114.73114599217114,,114.73114599217114,114.73114599217114
16613,1,0,0,48.02274299849416,,48.02274299849416,48.02274299849416
16614,1,0,0,132.2861725158604,,132.2861725158604,132.2861725158604
16615,1,0,0,113.36616748866751,,113.36616748866751,113.36616748866751
16616,1,0,0,48.608548997204835,,48.608548997204835,48.608548997204835
16617,1,0,0,120.24555200181808,,120.24555200181808,120.24555200181808
16618,1,0,0,2296.072505482729,,2296.072505482729,2296.072505482729
16620,1,0,0,712.3691660189065,,712.3691660189065,712.3691660189065
16621,1,0,0,178.4219950048097,,178.4219950048097,178.4219950048097
16624,1,0,0,953.3721745149953,,953.3721745149953,953.3721745149953
16625,1,0,0,94.70785066595764,,94.70785066595764,94.70785066595764
16627,1,0,0,336.7095500306322,,336.7095500306322,336.7095500306322
16628,1,0,0,3775.670438437391,,3775.670438437391,3775.670438437391
16629,1,0,0,365.47196899835626,,365.47196899835626,365.47196899835626
16630,1,0,0,298.1793509961459,,298.1793509961459,298.1793509961459
16633,1,0,0,108.17799999468542,,108.17799999468542,108.17799999468542
16635,1,0,0,62.40555000001776,,62.40555000001776,62.40555000001776
16636,1,0,0,239.0599999916251,,239.0599999916251,239.0599999916251
16637,1,0,0,218277.00230273072,,218277.00230273072,218277.00230273072
16638,1,0,0,105.74155000098104,,105.74155000098104,105.74155000098104
16639,1,0,0,238.97899999087494,,238.97899999087494,238.97899999087494
16640,1,0,0,67.55675000356163,,67.55675000356163,67.55675000356163
16643,1,0,0,83.4349999928387,,83.4349999928387,83.4349999928387
16644,1,0,0,25.68740850551207,,25.68740850551207,25.68740850551207
16645,1,0,0,151.25673150436472,,151.25673150436472,151.25673150436472
16647,1,0,0,8610.22658301745,,8610.22658301745,8610.22658301745
16648,1,0,0,142.1424499941368,,142.1424499941368,142.1424499941368
16649,1,16,0,344.0875748819466,,344.0875748819466,344.0875748819466
16650,1,0,0,92.90399999962467,,92.90399999962467,92.90399999962467
16651,1,0,0,83.10397998636444,,83.10397998636444,83.10397998636444
16652,1,0,0,253.32970002326067,,253.32970002326067,253.32970002326067
16653,1,0,0,216.72545000197582,,216.72545000197582,216.72545000197582
16654,1,0,0,283.7814999973229,,283.7814999973229,283.7814999973229
16655,1,0,0,1647.0475183134322,,1647.0475183134322,1647.0475183134322
16656,1,0,0,73.9049999983635,,73.9049999983635,73.9049999983635
16657,1,0,0,79.33940000042584,,79.33940000042584,79.33940000042584
16658,1,0,0,134.65332151066832,,134.65332151066832,134.65332151066832
16659,1,0,0,86.60711049715151,,86.60711049715151,86.60711049715151
16660,1,0,0,97.11272800934664,,97.11272800934664,97.11272800934664
16662,1,0,0,132.8281220052066,,132.8281220052066,132.8281220052066
16663,1,0,0,121.97330600804563,,121.97330600804563,121.97330600804563
16664,1,0,0,212.7270549835908,,212.7270549835908,212.7270549835908
16665,1,0,0,40.205223005076924,,40.205223005076924,40.205223005076924
16666,1,0,0,359.1634270089326,,359.1634270089326,359.1634270089326
16667,1,0,0,302.3128465058609,,302.3128465058609,302.3128465058609
16668,1,0,0,487.52777949270364,,487.52777949270364,487.52777949270364
16669,1,0,0,163.54766499923122,,163.54766499923122,163.54766499923122
16670,1,0,0,195.9342335043557,,195.9342335043557,195.9342335043557
16671,1,0,0,57.276549999826806,,57.276549999826806,57.276549999826806
16672,1,0,0,128.39729999748133,,128.39729999748133,128.39729999748133
16673,1,0,0,123.26136998656588,,123.26136998656588,123.26136998656588
16674,1,0,0,63.301620005650534,,63.301620005650534,63.301620005650534
16675,1,0,0,140.07581201788238,,140.07581201788238,140.07581201788238
16676,1,0,0,43.65002449842919,,43.65002449842919,43.65002449842919
16677,1,0,0,59.57589148175222,,59.57589148175222,59.57589148175222
16678,1,0,0,4269.43408606921,,4269.43408606921,4269.43408606921
16680,1,0,0,212.96221900837745,,212.96221900837745,212.96221900837745
16681,1,0,0,138.47956450216552,,138.47956450216552,138.47956450216552
16682,1,0,0,96.88908990862546,,96.88908990862546,96.88908990862546
16683,1,0,0,12236.509696550871,,12236.509696550871,12236.509696550871
16684,0,3,0,,,,
16686,1,0,0,342.18680651452894,,342.18680651452894,342.18680651452894
16687,1,0,0,262.9390015002417,,262.9390015002417,262.9390015002417
16688,1,0,0,2983.386889979149,,2983.386889979149,2983.386889979149
16689,1,0,0,5939.435607997453,,5939.435607997453,5939.435607997453
16691,1,0,0,1322.2078899750766,,1322.2078899750766,1322.2078899750766
16692,1,0,0,12099.381322546358,,12099.381322546358,12099.381322546358
16693,1,0,0,29651.46422038249,,29651.46422038249,29651.46422038249
16694,1,0,0,59667.92989408588,,59667.92989408588,59667.92989408588
16695,1,0,0,59667.92989408588,,59667.92989408588,59667.92989408588
16696,1,0,0,46144.97501065489,,46144.97501065489,46144.97501065489
16698,1,0,0,6391.045157477064,,6391.045157477064,6391.045157477064
16699,1,0,0,6391.045157477064,,6391.045157477064,6391.045157477064
16700,1,0,0,163.94520000341205,,163.94520000341205,163.94520000341205
16701,1,0,0,8292.690321537919,,8292.690321537919,8292.690321537919
16702,1,0,0,3768.9869494925542,,3768.9869494925542,3768.9869494925542
16703,1,0,0,9164.447503551855,,9164.447503551855,9164.447503551855
16704,1,0,0,407.1223570045935,,407.1223570045935,407.1223570045935
16705,1,0,0,175.39974998371142,,175.39974998371142,175.39974998371142
16706,1,0,0,37.790300000815336,,37.790300000815336,37.790300000815336
16707,1,4,0,13505.874213005074,,13505.874213005074,13505.874213005074
16708,1,0,0,98.3805249925988,,98.3805249925988,98.3805249925988
16709,2,0,0,41.61235511133324,45.55753062656783,9.398316271173302,73.82639395149317
16710,1,0,0,85.93499999660038,,85.93499999660038,85.93499999660038
16711,1,0,0,231.9049000025211,,231.9049000025211,231.9049000025211
16713,1,0,0,143.9946500044898,,143.9946500044898,143.9946500044898
16714,1,0,0,51.41320000088344,,51.41320000088344,51.41320000088344
16716,1,0,0,37.516599997972556,,37.516599997972556,37.516599997972556
16717,1,0,0,41.18960000135433,,41.18960000135433,41.18960000135433
16718,1,0,0,42.3541000076372,,42.3541000076372,42.3541000076372
16719,1,0,0,37.88090000196648,,37.88090000196648,37.88090000196648
16721,1,0,0,40.799349996161595,,40.799349996161595,40.799349996161595
16722,1,0,0,43.1272999947851,,43.1272999947851,43.1272999947851
16723,1,0,0,370.0285915008294,,370.0285915008294,370.0285915008294
16724,1,0,0,333.19990049794626,,333.19990049794626,333.19990049794626
16725,1,0,0,146.706761500644,,146.706761500644,146.706761500644
16726,1,0,0,325.70524748365744,,325.70524748365744,325.70524748365744
16727,1,0,0,53.38544800006352,,53.38544800006352,53.38544800006352
16728,1,0,0,42.19124999481487,,42.19124999481487,42.19124999481487
16729,1,0,0,226.00999998408574,,226.00999998408574,226.00999998408574
16730,1,0,0,156.26961499984904,,156.26961499984904,156.26961499984904
16731,1,0,0,103.91784999608342,,103.91784999608342,103.91784999608342
16732,1,0,0,54.36372350311789,,54.36372350311789,54.36372350311789
16733,1,0,0,45.61259999984127,,45.61259999984127,45.61259999984127
16734,2,0,0,77.2814220007594,32.410520033742145,54.36372350311789,100.19912049840093
16735,1,0,0,105.8101524923436,,105.8101524923436,105.8101524923436
16736,1,0,0,172867.3936334021,,172867.3936334021,172867.3936334021
16737,1,0,0,59.0225999948443,,59.0225999948443,59.0225999948443
16738,1,0,0,43.19799999853351,,43.19799999853351,43.19799999853351
16739,1,0,0,216.27870899746364,,216.27870899746364,216.27870899746364
16740,1,0,0,841.0345755049907,,841.0345755049907,841.0345755049907
16741,1,0,0,87.32399998310103,,87.32399998310103,87.32399998310103
16742,0,9,0,,,,
16743,1,0,0,445.5959679822034,,445.5959679822034,445.5959679822034
16744,1,0,0,493.9675570059703,,493.9675570059703,493.9675570059703
16745,1,0,0,278.76033449558383,,278.76033449558383,278.76033449558383
16747,1,0,0,472.64266099846174,,472.64266099846174,472.64266099846174
16748,1,0,0,103.89565900109318,,103.89565900109318,103.89565900109318
16749,1,0,0,314.15002650077605,,314.15002650077605,314.15002650077605
16750,1,0,0,222.72124998877493,,222.72124998877493,222.72124998877493
16751,1,0,0,208.41905451359597,,208.41905451359597,208.41905451359597
16754,1,0,0,71.10955000052259,,71.10955000052259,71.10955000052259
16755,1,0,0,59.26178000889924,,59.26178000889924,59.26178000889924
16758,1,0,0,85.08904998979501,,85.08904998979501,85.08904998979501
16760,1,0,0,35049.51045301379,,35049.51045301379,35049.51045301379
16761,1,0,0,35049.51045301379,,35049.51045301379,35049.51045301379
16762,1,0,0,35049.51045301379,,35049.51045301379,35049.51045301379
16763,1,0,0,35049.51045301379,,35049.51045301379,35049.51045301379
16764,1,0,0,395.8018300095646,,395.8018300095646,395.8018300095646
16765,1,0,0,358.1135340153051,,358.1135340153051,358.1135340153051
16766,1,0,0,305.85340799846585,,305.85340799846585,305.85340799846585
16767,1,0,0,352.7827450046467,,352.7827450046467,352.7827450046467
16769,1,0,0,385780.890609932,,385780.890609932,385780.890609932
16770,1,0,0,252.05290048633324,,252.05290048633324,252.05290048633324
16771,1,0,0,509.2524745127562,,509.2524745127562,509.2524745127562
16772,1,0,0,394.18766451730477,,394.18766451730477,394.18766451730477
16773,1,0,0,318.8034140254165,,318.8034140254165,318.8034140254165
16774,1,0,0,316.97650800024115,,316.97650800024115,316.97650800024115
16775,1,0,0,334.63769199977963,,334.63769199977963,334.63769199977963
16776,1,0,0,376.15653500644686,,376.15653500644686,376.15653500644686
16777,1,0,0,355.9491549939545,,355.9491549939545,355.9491549939545
16778,1,0,0,392.49542750761685,,392.49542750761685,392.49542750761685
16779,1,0,0,249.15358551126752,,249.15358551126752,249.15358551126752
16780,1,0,0,398.1669895223896,,398.1669895223896,398.1669895223896
16781,1,0,0,560.2565690070597,,560.2565690070597,560.2565690070597
16782,1,0,0,288.96551749402323,,288.96551749402323,288.96551749402323
16783,1,0,0,341.88066647669314,,341.88066647669314,341.88066647669314
16784,1,0,0,588.0018819733591,,588.0018819733591,588.0018819733591
16785,1,0,0,233.21326148299232,,233.21326148299232,233.21326148299232
16786,2,0,0,55282.81506523802,74820.09628663141,2377.017611930524,108188.61251854552
16787,2,0,0,55282.81506523802,74820.09628663141,2377.017611930524,108188.61251854552
16788,2,0,0,55282.81506523802,74820.09628663141,2377.017611930524,108188.61251854552
16789,1,0,0,173.20328050046416,,173.20328050046416,173.20328050046416
16790,1,0,0,474.28636347098177,,474.28636347098177,474.28636347098177
16791,1,0,0,55.98399999611627,,55.98399999611627,55.98399999611627
16792,1,0,0,118.80625000441287,,118.80625000441287,118.80625000441287
16793,1,0,0,213.3953745102662,,213.3953745102662,213.3953745102662
16794,1,0,0,458.92329051120925,,458.92329051120925,458.92329051120925
16795,1,0,0,429.52578050045645,,429.52578050045645,429.52578050045645
16796,1,0,0,890.7618664962746,,890.7618664962746,890.7618664962746
16797,1,0,0,1097.4376619995248,,1097.4376619995248,1097.4376619995248
16798,1,0,0,716.8300530041145,,716.8300530041145,716.8300530041145
16799,1,0,0,436.8814230187581,,436.8814230187581,436.8814230187581
16800,1,0,0,45.25584999096106,,45.25584999096106,45.25584999096106
16801,1,0,0,374.9754975005706,,374.9754975005706,374.9754975005706
16802,1,0,0,48.109449998119885,,48.109449998119885,48.109449998119885
16803,1,0,0,602.4471849965877,,602.4471849965877,602.4471849965877
16804,1,0,0,408.93999999986784,,408.93999999986784,408.93999999986784
16805,1,0,0,40.27254999612143,,40.27254999612143,40.27254999612143
16806,3,8,0,754.6335197535205,890.828236882106,42.444632848599184,1753.5072329816396
16807,1,0,0,38.89844999108974,,38.89844999108974,38.89844999108974
16808,1,0,0,80.25118800415248,,80.25118800415248,80.25118800415248
16812,1,0,0,135.8949999940855,,135.8949999940855,135.8949999940855
16813,1,0,0,421.6930180918753,,421.6930180918753,421.6930180918753
16815,1,0,0,276.1325909791857,,276.1325909791857,276.1325909791857
16816,2,0,0,1031.2475472429517,1458.3732049796895,0.021964501054493712,2062.473129984849
16817,1,0,0,276.6259999972451,,276.6259999972451,276.6259999972451
16819,1,0,0,96.53850000551995,,96.53850000551995,96.53850000551995
16820,1,0,0,213.89897584546617,,213.89897584546617,213.89897584546617
16821,1,0,0,176.054275505226,,176.054275505226,176.054275505226
16822,1,0,0,259.61114798912547,,259.61114798912547,259.61114798912547
16823,1,0,0,82.02344051152485,,82.02344051152485,82.02344051152485
16824,1,0,0,20.141120499831988,,20.141120499831988,20.141120499831988
16825,1,6,0,3.174735339219138,,3.174735339219138,3.174735339219138
16826,1,0,0,251.5055150222572,,251.5055150222572,251.5055150222572
16827,1,0,0,70.8411710079907,,70.8411710079907,70.8411710079907
16828,1,0,0,67.2448499941001,,67.2448499941001,67.2448499941001
16829,1,0,0,112.43835100337797,,112.43835100337797,112.43835100337797
16831,1,0,0,270.69811299864654,,270.69811299864654,270.69811299864654
16832,1,0,0,239.91333052160172,,239.91333052160172,239.91333052160172
16833,1,0,0,298.5605760112863,,298.5605760112863,298.5605760112863
16834,1,0,0,228.98548750459514,,228.98548750459514,228.98548750459514
16836,1,0,0,215.79244499861176,,215.79244499861176,215.79244499861176
16837,1,0,0,168.1036610001931,,168.1036610001931,168.1036610001931
16838,1,0,0,69.49278700624731,,69.49278700624731,69.49278700624731
16839,1,0,0,205.8079894987109,,205.8079894987109,205.8079894987109
16840,1,0,0,111.27848900341836,,111.27848900341836,111.27848900341836
16841,1,0,0,236.88689850438618,,236.88689850438618,236.88689850438618
16842,1,0,0,226.6867200050483,,226.6867200050483,226.6867200050483
16843,1,0,0,209.40751051151065,,209.40751051151065,209.40751051151065
16844,1,0,0,228.40744599911892,,228.40744599911892,228.40744599911892
16845,1,0,0,216.41041100053272,,216.41041100053272,216.41041100053272
16846,1,0,0,213.88677251122178,,213.88677251122178,213.88677251122178
16847,1,0,0,124.4404645042184,,124.4404645042184,124.4404645042184
16848,1,0,0,163.51438399688905,,163.51438399688905,163.51438399688905
16849,0,7,0,,,,
16851,0,28,0,,,,
16852,1,0,0,109744.58510879839,,109744.58510879839,109744.58510879839
16853,1,0,0,87.86140000690123,,87.86140000690123,87.86140000690123
16854,1,0,0,125.55741999623227,,125.55741999623227,125.55741999623227
16855,1,0,0,2656.8128709787693,,2656.8128709787693,2656.8128709787693
16856,3,13,0,31.231378845573243,1.6550859041052621,29.498507446894354,32.795795122506675
16857,3,13,0,31.231378845573243,1.6550859041052621,29.498507446894354,32.795795122506675
16858,1,0,0,2404.5368004926822,,2404.5368004926822,2404.5368004926822
16859,2,1,0,81.18771102451102,51.87035983672847,44.509827841373976,117.86559420764806
16860,1,0,0,753.9826472710292,,753.9826472710292,753.9826472710292
16861,1,0,0,110.78957699160947,,110.78957699160947,110.78957699160947
16862,1,0,0,213.67585999786263,,213.67585999786263,213.67585999786263
16863,1,0,0,18.907877998674778,,18.907877998674778,18.907877998674778
16864,1,0,0,107.36605899344882,,107.36605899344882,107.36605899344882
16865,1,0,0,56.30548149612563,,56.30548149612563,56.30548149612563
16866,0,4,0,,,,
16867,0,4,0,,,,
16868,1,0,0,1418.8724140062595,,1418.8724140062595,1418.8724140062595
16869,1,0,0,188.47569848640336,,188.47569848640336,188.47569848640336
16871,1,0,0,140.8384265025035,,140.8384265025035,140.8384265025035
16872,1,0,0,175.09952550350837,,175.09952550350837,175.09952550350837
16873,1,0,0,126.67617400089074,,126.67617400089074,126.67617400089074
16874,1,0,0,100.55283000026488,,100.55283000026488,100.55283000026488
16875,1,0,0,85.4815040001092,,85.4815040001092,85.4815040001092
16876,1,0,0,113.40895300041626,,113.40895300041626,113.40895300041626
16877,1,0,0,269.3208690134564,,269.3208690134564,269.3208690134564
16878,1,0,0,737.6114119829841,,737.6114119829841,737.6114119829841
16879,1,0,0,431.72853851390295,,431.72853851390295,431.72853851390295
16880,1,0,0,739.5089489859611,,739.5089489859611,739.5089489859611
16882,1,0,0,418.00665348312356,,418.00665348312356,418.00665348312356
16883,1,0,0,310.8753680001806,,310.8753680001806,310.8753680001806
16886,1,0,0,245.05373549985794,,245.05373549985794,245.05373549985794
16887,1,0,0,369.87609600665917,,369.87609600665917,369.87609600665917
16889,1,0,0,285.3138770017291,,285.3138770017291,285.3138770017291
16890,1,0,0,240.99239751036532,,240.99239751036532,240.99239751036532
16892,1,0,0,266.95004448835215,,266.95004448835215,266.95004448835215
16893,1,0,0,330.890944009153,,330.890944009153,330.890944009153
16894,1,0,0,370.18602399884537,,370.18602399884537,370.18602399884537
16895,1,0,0,194.28584551002368,,194.28584551002368,194.28584551002368
16896,1,0,0,33.77650000842981,,33.77650000842981,33.77650000842981
16898,1,0,0,242.36237200370616,,242.36237200370616,242.36237200370616
16899,1,0,0,416.1936305036604,,416.1936305036604,416.1936305036604
16900,1,0,0,710.2125949881718,,710.2125949881718,710.2125949881718
16904,1,0,0,512.7114404940321,,512.7114404940321,512.7114404940321
16905,1,0,0,153.9639499947394,,153.9639499947394,153.9639499947394
16906,1,0,0,171.34949998636597,,171.34949998636597,171.34949998636597
16907,1,0,0,618.700513512893,,618.700513512893,618.700513512893
16908,1,0,0,726.9653105052912,,726.9653105052912,726.9653105052912
16909,1,0,0,563.0964105112288,,563.0964105112288,563.0964105112288
16910,1,0,0,569.3478309799876,,569.3478309799876,569.3478309799876
16911,1,0,0,378.40330100145275,,378.40330100145275,378.40330100145275
16912,1,0,0,339.89799497106674,,339.89799497106674,339.89799497106674
16913,1,0,0,345.08590797610026,,345.08590797610026,345.08590797610026
16914,1,0,0,479.74523900721897,,479.74523900721897,479.74523900721897
16915,2,0,0,500060.90289967443,487269.5366086221,155509.30929809107,844612.4965012578
16916,1,0,0,241892.11740207145,,241892.11740207145,241892.11740207145
16917,1,0,0,258.9962300023609,,258.9962300023609,258.9962300023609
16918,1,0,0,68823.29451137457,,68823.29451137457,68823.29451137457
16920,1,0,0,234522.2298504914,,234522.2298504914,234522.2298504914
16922,1,0,0,66.12315000119047,,66.12315000119047,66.12315000119047
16923,1,0,0,85.70320000438622,,85.70320000438622,85.70320000438622
16925,1,5,0,130.8597051987506,,130.8597051987506,130.8597051987506
16926,1,0,0,263.7655394990053,,263.7655394990053,263.7655394990053
16927,1,0,0,247.59494700288042,,247.59494700288042,247.59494700288042
16928,1,0,0,21668.976856091616,,21668.976856091616,21668.976856091616
16931,47,0,0,220.54224332746645,260.3848220755731,42.017899995873094,1480.8024249599707
16932,1,0,0,875.0347354934295,,875.0347354934295,875.0347354934295
16933,1,0,0,430.81978999347444,,430.81978999347444,430.81978999347444
16934,1,0,0,93.1099999827234,,93.1099999827234,93.1099999827234
16935,1,0,0,26992.37806546842,,26992.37806546842,26992.37806546842
16936,1,0,0,356.19688102959594,,356.19688102959594,356.19688102959594
16937,1,0,0,597.1886404981935,,597.1886404981935,597.1886404981935
16938,1,0,0,223.4372139971218,,223.4372139971218,223.4372139971218
16939,1,0,0,50118.81089001625,,50118.81089001625,50118.81089001625
16943,1,0,0,278.8060000026909,,278.8060000026909,278.8060000026909
16944,6,0,0,204.86768166831257,187.15789417554916,53.09999999951251,551.4135000216114
16945,1,0,0,1963.7535625089665,,1963.7535625089665,1963.7535625089665
16946,1,0,0,38.41930000278743,,38.41930000278743,38.41930000278743
16948,1,0,0,39.567000007222056,,39.567000007222056,39.567000007222056
16949,1,0,0,306.3402520234875,,306.3402520234875,306.3402520234875
16950,1,0,0,52.19219999995768,,52.19219999995768,52.19219999995768
16951,1,0,0,52.775599997192295,,52.775599997192295,52.775599997192295
16952,1,0,0,40.25743999372292,,40.25743999372292,40.25743999372292
16953,1,0,0,46.06370000127255,,46.06370000127255,46.06370000127255
16954,1,0,0,34.32999999508305,,34.32999999508305,34.32999999508305
16955,1,0,0,27.610815614091724,,27.610815614091724,27.610815614091724
16956,1,0,0,35.46209999737758,,35.46209999737758,35.46209999737758
16957,0,1,0,,,,
16958,1,0,0,38.848410004477834,,38.848410004477834,38.848410004477834
16959,1,0,0,42.220499994926094,,42.220499994926094,42.220499994926094
16960,1,0,0,51.554149999116866,,51.554149999116866,51.554149999116866
16961,1,0,0,41.80780000931175,,41.80780000931175,41.80780000931175
16962,1,0,0,48.54829999739204,,48.54829999739204,48.54829999739204
16963,1,0,0,49.630299996553795,,49.630299996553795,49.630299996553795
16964,1,0,0,41.9155999954746,,41.9155999954746,41.9155999954746
16965,1,0,0,37.54500000164815,,37.54500000164815,37.54500000164815
16966,1,0,0,41.56589999650555,,41.56589999650555,41.56589999650555
16967,0,26,0,,,,
16968,1,0,0,311.69729999046655,,311.69729999046655,311.69729999046655
16969,1,0,0,141.22500000945874,,141.22500000945874,141.22500000945874
16971,1,0,0,236.3377000188828,,236.3377000188828,236.3377000188828
16972,1,0,0,67.7631670165342,,67.7631670165342,67.7631670165342
16973,1,0,0,54.54419999524716,,54.54419999524716,54.54419999524716
16974,1,0,0,390.87129701114344,,390.87129701114344,390.87129701114344
16975,1,0,0,42.97744500329468,,42.97744500329468,42.97744500329468
