originating-authority-charge-identifier,number_of_polygons,number_of_points,number_of_lines,avg_area_(m^3),area_standard_derivation_(+-),smallest_area_(m^3),largest_area_(m^3)
24245,1,0,0,4310.550679839312,,4310.550679839312,4310.550679839312
24246,1,0,0,279.0149117799649,,279.0149117799649,279.0149117799649
24247,1,0,0,230.38347352409366,,230.38347352409366,230.38347352409366
24250,1,0,0,1032.1776696237089,,1032.1776696237089,1032.1776696237089
24251,0,1,0,,,,
24252,1,0,0,359.85473068912506,,359.85473068912506,359.85473068912506
24253,1,0,0,1497.0198791332327,,1497.0198791332327,1497.0198791332327
24254,1,0,0,29030.970212090273,,29030.970212090273,29030.970212090273
24255,1,0,0,19.421813447517582,,19.421813447517582,19.421813447517582
24256,1,0,0,167.38443036184665,,167.38443036184665,167.38443036184665
24257,2,0,0,5859.41791021808,8286.46168614806,0.004659900272949214,11718.831160535887
24258,1,0,0,1543.2699641742051,,1543.2699641742051,1543.2699641742051
24259,1,0,0,2422.3871076717687,,2422.3871076717687,2422.3871076717687
24260,1,0,0,236.8204575902221,,236.8204575902221,236.8204575902221
24261,1,0,0,240.8835316318661,,240.8835316318661,240.8835316318661
24266,3,0,0,117307.2618555031,125075.8931737681,2428.6511655017625,250549.98175200785
24267,3,0,0,117307.2618555031,125075.8931737681,2428.6511655017625,250549.98175200785
24274,1,0,0,1155.9066348253273,,1155.9066348253273,1155.9066348253273
24277,1,0,0,2215.8546494055736,,2215.8546494055736,2215.8546494055736
24278,1,0,0,95.99104875454788,,95.99104875454788,95.99104875454788
24281,1,0,0,682.8983759991382,,682.8983759991382,682.8983759991382
24283,1,0,0,1710.9974756221402,,1710.9974756221402,1710.9974756221402
24289,1,0,0,641.7240543016609,,641.7240543016609,641.7240543016609
24292,1,0,0,5262.9903507676945,,5262.9903507676945,5262.9903507676945
24294,1,0,0,378.1781217869192,,378.1781217869192,378.1781217869192
24295,1,0,0,377.38395473284913,,377.38395473284913,377.38395473284913
24299,1,0,0,22298.28493249706,,22298.28493249706,22298.28493249706
24300,1,0,0,786.2929614661863,,786.2929614661863,786.2929614661863
24302,1,0,0,71.76600001910731,,71.76600001910731,71.76600001910731
24303,1,0,0,460.78564842099104,,460.78564842099104,460.78564842099104
24304,1,0,0,122.47868191273615,,122.47868191273615,122.47868191273615
24308,3,0,0,74.09044600003547,65.93831887871718,20.8272609999492,147.84036550015713
24315,1,0,0,319.6440099049019,,319.6440099049019,319.6440099049019
24316,1,0,0,272.72179888583554,,272.72179888583554,272.72179888583554
24318,1,0,0,39843.79803800965,,39843.79803800965,39843.79803800965
24319,1,0,0,1271.1377032623398,,1271.1377032623398,1271.1377032623398
24320,1,0,0,3822.5079093638055,,3822.5079093638055,3822.5079093638055
24321,1,0,0,308.72350156872824,,308.72350156872824,308.72350156872824
24322,1,0,0,27012.47427447109,,27012.47427447109,27012.47427447109
24324,1,0,0,90.2290697713392,,90.2290697713392,90.2290697713392
24325,1,0,0,201.015689863408,,201.015689863408,201.015689863408
24326,1,0,0,364.8149810062598,,364.8149810062598,364.8149810062598
24327,1,0,0,1195.0291194378274,,1195.0291194378274,1195.0291194378274
24328,1,0,0,6860.2641651813865,,6860.2641651813865,6860.2641651813865
24329,1,0,0,646.6359739360918,,646.6359739360918,646.6359739360918
24332,1,0,0,2265.138599062296,,2265.138599062296,2265.138599062296
24333,1,0,0,120.9118837573399,,120.9118837573399,120.9118837573399
24335,1,0,0,51.35574256917724,,51.35574256917724,51.35574256917724
24336,1,0,0,67.69467127032921,,67.69467127032921,67.69467127032921
24339,1,0,0,174.13805449273244,,174.13805449273244,174.13805449273244
24340,1,0,0,7721.736458746369,,7721.736458746369,7721.736458746369
24341,1,0,0,304.44821715691813,,304.44821715691813,304.44821715691813
24342,1,0,0,351.2233499528482,,351.2233499528482,351.2233499528482
24343,1,0,0,1235.340046649511,,1235.340046649511,1235.340046649511
24345,1,0,0,174.94000312938908,,174.94000312938908,174.94000312938908
24346,1,0,0,216.5888000155818,,216.5888000155818,216.5888000155818
24347,1,0,0,537.0321020858693,,537.0321020858693,537.0321020858693
24348,1,0,0,140.5956927443612,,140.5956927443612,140.5956927443612
24349,1,0,0,61.63780098621891,,61.63780098621891,61.63780098621891
24351,1,0,0,5411.149848203907,,5411.149848203907,5411.149848203907
24352,1,0,0,44567.97005182901,,44567.97005182901,44567.97005182901
24353,1,0,0,496.77243773755214,,496.77243773755214,496.77243773755214
24354,1,0,0,331.61576499632,,331.61576499632,331.61576499632
24358,1,0,0,370.36615998468824,,370.36615998468824,370.36615998468824
24361,1,0,0,340.5427044161296,,340.5427044161296,340.5427044161296
24364,1,0,0,48.8498526519329,,48.8498526519329,48.8498526519329
24365,1,0,0,1295.2260561453684,,1295.2260561453684,1295.2260561453684
24367,1,0,0,12.166344277508765,,12.166344277508765,12.166344277508765
24369,1,0,0,1025.6231246173502,,1025.6231246173502,1025.6231246173502
24370,1,0,0,74.12123986195952,,74.12123986195952,74.12123986195952
24374,1,0,0,7433.501046740731,,7433.501046740731,7433.501046740731
24375,1,0,0,2019.4596724562261,,2019.4596724562261,2019.4596724562261
24376,1,0,0,3649.1624444443873,,3649.1624444443873,3649.1624444443873
24377,1,0,0,10562.422704874167,,10562.422704874167,10562.422704874167
24378,1,0,0,66.39741659973234,,66.39741659973234,66.39741659973234
24379,1,0,0,521.6729035105066,,521.6729035105066,521.6729035105066
24382,1,0,0,153.65306750608113,,153.65306750608113,153.65306750608113
24383,1,0,0,385.7406713221275,,385.7406713221275,385.7406713221275
24384,1,0,0,65.4603699144596,,65.4603699144596,65.4603699144596
24385,1,0,0,1631.1860580303482,,1631.1860580303482,1631.1860580303482
24386,1,0,0,1238.7031151974238,,1238.7031151974238,1238.7031151974238
24387,1,0,0,117259.97319269726,,117259.97319269726,117259.97319269726
24388,1,0,0,3116.6484688080677,,3116.6484688080677,3116.6484688080677
24389,1,0,0,1201.0548800832785,,1201.0548800832785,1201.0548800832785
24391,1,0,0,892.2441003945708,,892.2441003945708,892.2441003945708
24392,1,0,0,1631.1860580303482,,1631.1860580303482,1631.1860580303482
24395,1,0,0,466.2060000500505,,466.2060000500505,466.2060000500505
24396,1,0,0,931.903786823691,,931.903786823691,931.903786823691
24397,1,0,0,1729.4417803209324,,1729.4417803209324,1729.4417803209324
24398,1,0,0,751.466170902057,,751.466170902057,751.466170902057
24400,1,0,0,708.614978719031,,708.614978719031,708.614978719031
24402,1,0,0,307.9736976328648,,307.9736976328648,307.9736976328648
24406,1,0,0,1107.9727405908955,,1107.9727405908955,1107.9727405908955
24414,1,0,0,1980.6052339076052,,1980.6052339076052,1980.6052339076052
24419,1,0,0,1365.2691785113996,,1365.2691785113996,1365.2691785113996
24431,1,0,0,3620.9157341646246,,3620.9157341646246,3620.9157341646246
24437,2,0,0,2569.259480930396,2434.6058231645725,847.7331938544702,4290.785768006322
24438,1,0,0,8795.335151720543,,8795.335151720543,8795.335151720543
24439,1,0,0,94.772652848634,,94.772652848634,94.772652848634
24444,1,0,0,1171.968550001848,,1171.968550001848,1171.968550001848
24452,1,0,0,90.2290697713392,,90.2290697713392,90.2290697713392
24457,1,0,0,408.49580248311395,,408.49580248311395,408.49580248311395
24458,1,0,0,408.49580248311395,,408.49580248311395,408.49580248311395
24461,1,0,0,125.6577966447045,,125.6577966447045,125.6577966447045
24463,0,1,0,,,,
24464,0,1,0,,,,
24465,1,0,0,268.232202159946,,268.232202159946,268.232202159946
24466,1,0,0,1136.6342680189116,,1136.6342680189116,1136.6342680189116
24467,1,0,0,12.181689808563782,,12.181689808563782,12.181689808563782
24468,1,0,0,569.0436379747199,,569.0436379747199,569.0436379747199
24470,1,0,0,1437.6958020472352,,1437.6958020472352,1437.6958020472352
24473,1,0,0,274.09588860296685,,274.09588860296685,274.09588860296685
24476,1,0,0,713.5702954580154,,713.5702954580154,713.5702954580154
24478,1,0,0,222.11664593817017,,222.11664593817017,222.11664593817017
24479,1,0,0,248.98036350282158,,248.98036350282158,248.98036350282158
24480,1,0,0,54.73984999605569,,54.73984999605569,54.73984999605569
24481,1,0,0,13.025210067423506,,13.025210067423506,13.025210067423506
24482,1,0,0,22.92515755756473,,22.92515755756473,22.92515755756473
24483,1,0,0,241.16556461297276,,241.16556461297276,241.16556461297276
24485,1,0,0,12137.829908576785,,12137.829908576785,12137.829908576785
24487,1,0,0,300.45610003039224,,300.45610003039224,300.45610003039224
24488,1,0,0,1559.1076000309624,,1559.1076000309624,1559.1076000309624
24494,1,0,0,12779.741532747103,,12779.741532747103,12779.741532747103
24495,1,0,0,236517.30688000968,,236517.30688000968,236517.30688000968
24496,1,0,0,15134.831371063627,,15134.831371063627,15134.831371063627
24497,3,0,0,807.9666058209676,484.10392038711484,295.3557220057496,1257.3501849679074
24498,1,0,0,9467.27376023349,,9467.27376023349,9467.27376023349
24499,1,0,0,45089.90072776234,,45089.90072776234,45089.90072776234
24500,1,0,0,2265.138599062296,,2265.138599062296,2265.138599062296
24503,1,0,0,117259.97319269726,,117259.97319269726,117259.97319269726
24504,1,0,0,97729.52135734243,,97729.52135734243,97729.52135734243
24505,1,0,0,292.18168226167796,,292.18168226167796,292.18168226167796
24506,0,1,0,,,,
24507,1,0,0,420.8758799190351,,420.8758799190351,420.8758799190351
24511,1,0,0,519.725419554434,,519.725419554434,519.725419554434
24512,1,0,0,460.78564842099104,,460.78564842099104,460.78564842099104
24515,1,0,0,2971.9904365559564,,2971.9904365559564,2971.9904365559564
24517,1,0,0,2993.9342153439006,,2993.9342153439006,2993.9342153439006
24518,1,0,0,1099.4857774254972,,1099.4857774254972,1099.4857774254972
24522,1,0,0,68.73697341789489,,68.73697341789489,68.73697341789489
24523,1,0,0,103.90550794271508,,103.90550794271508,103.90550794271508
24526,1,0,0,669.054950015755,,669.054950015755,669.054950015755
24527,1,0,0,573.3754427493706,,573.3754427493706,573.3754427493706
24529,1,0,0,116.18719751825705,,116.18719751825705,116.18719751825705
24532,1,0,0,360.34424510526026,,360.34424510526026,360.34424510526026
24533,1,0,0,464.27467475763984,,464.27467475763984,464.27467475763984
24534,1,0,0,120.9118837573399,,120.9118837573399,120.9118837573399
24536,1,0,0,4297.947298318951,,4297.947298318951,4297.947298318951
24538,1,0,0,36581.56524011716,,36581.56524011716,36581.56524011716
24539,1,0,0,78.78297717140453,,78.78297717140453,78.78297717140453
24540,1,0,0,165.73010000039034,,165.73010000039034,165.73010000039034
24541,1,0,0,206.64307482265838,,206.64307482265838,206.64307482265838
24545,1,0,0,82.98375002272563,,82.98375002272563,82.98375002272563
24546,1,0,0,930.2349085239766,,930.2349085239766,930.2349085239766
24547,1,0,0,36581.56524011716,,36581.56524011716,36581.56524011716
24548,1,0,0,598.0282243124864,,598.0282243124864,598.0282243124864
24550,1,0,0,496.8711568753318,,496.8711568753318,496.8711568753318
24551,1,0,0,349.6014598718629,,349.6014598718629,349.6014598718629
24553,1,0,0,26.010599535477116,,26.010599535477116,26.010599535477116
24554,1,0,0,2123.305248720778,,2123.305248720778,2123.305248720778
24555,1,0,0,311.3848259921706,,311.3848259921706,311.3848259921706
24558,1,0,0,4.377179836105733,,4.377179836105733,4.377179836105733
24559,1,0,0,272.1316543333482,,272.1316543333482,272.1316543333482
24568,1,0,0,328.1107429126666,,328.1107429126666,328.1107429126666
24569,1,0,0,35324.12887384613,,35324.12887384613,35324.12887384613
24570,1,0,0,252.4143136312216,,252.4143136312216,252.4143136312216
24571,1,0,0,2129.0900314403984,,2129.0900314403984,2129.0900314403984
24573,1,0,0,1753.3304038789486,,1753.3304038789486,1753.3304038789486
24576,1,0,0,89.39340001644358,,89.39340001644358,89.39340001644358
24577,1,0,0,60.320832852055894,,60.320832852055894,60.320832852055894
24578,1,0,0,1025.3064838952494,,1025.3064838952494,1025.3064838952494
24580,1,0,0,260.0139905624253,,260.0139905624253,260.0139905624253
24581,1,0,0,335.169630415312,,335.169630415312,335.169630415312
24582,1,0,0,43.226873163166246,,43.226873163166246,43.226873163166246
24584,1,0,0,117259.97319269726,,117259.97319269726,117259.97319269726
24585,1,0,0,117259.97319269726,,117259.97319269726,117259.97319269726
24586,1,0,0,3729.2691590408913,,3729.2691590408913,3729.2691590408913
24587,1,0,0,1582.5367032075765,,1582.5367032075765,1582.5367032075765
24589,1,0,0,523.366418687779,,523.366418687779,523.366418687779
24594,1,0,0,1073.281314604739,,1073.281314604739,1073.281314604739
24599,1,0,0,55.9711455324135,,55.9711455324135,55.9711455324135
24602,1,0,0,372.91410750586584,,372.91410750586584,372.91410750586584
24603,1,0,0,661.1672296022483,,661.1672296022483,661.1672296022483
24604,1,0,0,197908.02510426784,,197908.02510426784,197908.02510426784
24605,1,0,0,17521.009674671102,,17521.009674671102,17521.009674671102
24606,1,0,0,993.6751237547134,,993.6751237547134,993.6751237547134
24607,1,0,0,2665.092762088488,,2665.092762088488,2665.092762088488
24609,1,0,0,470.6344669415225,,470.6344669415225,470.6344669415225
24610,2,0,0,75501.52719421174,104507.23633216298,1603.7517006741657,149399.30268774932
24611,1,0,0,287.63086615775205,,287.63086615775205,287.63086615775205
24612,1,0,0,470.6344669415225,,470.6344669415225,470.6344669415225
24613,1,0,0,35.285023580648385,,35.285023580648385,35.285023580648385
24615,1,0,0,1128.8369499999412,,1128.8369499999412,1128.8369499999412
24616,1,0,0,176.36740473276137,,176.36740473276137,176.36740473276137
24617,1,0,0,1316.974325870131,,1316.974325870131,1316.974325870131
24618,1,0,0,451.86858769122557,,451.86858769122557,451.86858769122557
24619,1,0,0,183.81270643928335,,183.81270643928335,183.81270643928335
24620,1,0,0,1753.243303180591,,1753.243303180591,1753.243303180591
24621,1,0,0,2717.133367288592,,2717.133367288592,2717.133367288592
24623,0,1,0,,,,
24624,1,0,0,174.49250655324028,,174.49250655324028,174.49250655324028
24625,1,0,0,166.92258395431523,,166.92258395431523,166.92258395431523
24626,1,0,0,4827.43479838554,,4827.43479838554,4827.43479838554
24627,1,0,0,14247.213629125625,,14247.213629125625,14247.213629125625
24631,1,0,0,309.30578012981334,,309.30578012981334,309.30578012981334
24632,1,0,0,578.8704400364338,,578.8704400364338,578.8704400364338
24633,2,0,0,289.41288629150284,409.28941772506164,0.0015635502182579867,578.8242090327874
24636,1,0,0,349.10209837278256,,349.10209837278256,349.10209837278256
24637,1,0,0,1935.4165934838375,,1935.4165934838375,1935.4165934838375
24638,1,0,0,3939.7812773134997,,3939.7812773134997,3939.7812773134997
24639,1,0,0,67.22139999868898,,67.22139999868898,67.22139999868898
24640,1,0,0,452.9855064722382,,452.9855064722382,452.9855064722382
24643,1,0,0,640.5183433355188,,640.5183433355188,640.5183433355188
24645,1,0,0,9.275926059561108,,9.275926059561108,9.275926059561108
24646,1,0,0,15143.137629648822,,15143.137629648822,15143.137629648822
24647,1,0,0,56818.72747664603,,56818.72747664603,56818.72747664603
24650,2,0,0,603.552345204622,771.5444961342531,57.98800000093367,1149.1166904083104
24651,1,0,0,762.7382865743873,,762.7382865743873,762.7382865743873
24652,1,0,0,57.29249999831454,,57.29249999831454,57.29249999831454
24653,1,0,0,398.8870939674414,,398.8870939674414,398.8870939674414
24655,1,0,0,266.59784469377576,,266.59784469377576,266.59784469377576
24657,1,0,0,27069.70958189153,,27069.70958189153,27069.70958189153
24658,1,0,0,31645.820545753537,,31645.820545753537,31645.820545753537
24659,1,0,0,1666.8697861092687,,1666.8697861092687,1666.8697861092687
24660,1,0,0,514.7628050396138,,514.7628050396138,514.7628050396138
24661,1,0,0,227.2510459007907,,227.2510459007907,227.2510459007907
24662,1,0,0,312.3658320771696,,312.3658320771696,312.3658320771696
24663,1,0,0,2159.7725278879684,,2159.7725278879684,2159.7725278879684
24664,1,0,0,466.78624699534925,,466.78624699534925,466.78624699534925
24665,1,0,0,228.62406091985707,,228.62406091985707,228.62406091985707
24670,1,0,0,80.311516917035,,80.311516917035,80.311516917035
24671,1,0,0,71.09985000869318,,71.09985000869318,71.09985000869318
24672,1,0,0,215.70477866367477,,215.70477866367477,215.70477866367477
24673,1,0,0,703.9540554099966,,703.9540554099966,703.9540554099966
24678,1,0,0,551.4209259014405,,551.4209259014405,551.4209259014405
24679,1,0,0,136.59032607054226,,136.59032607054226,136.59032607054226
24681,1,0,0,261.4641375571787,,261.4641375571787,261.4641375571787
24682,1,0,0,948.4590312474195,,948.4590312474195,948.4590312474195
24684,1,0,0,2993.9342153439006,,2993.9342153439006,2993.9342153439006
24686,1,0,0,116.9193587621198,,116.9193587621198,116.9193587621198
24688,1,0,0,765.5894179599773,,765.5894179599773,765.5894179599773
24690,1,0,0,70.79095016369641,,70.79095016369641,70.79095016369641
24691,1,0,0,123.30403931179973,,123.30403931179973,123.30403931179973
24692,1,0,0,42.31671677609878,,42.31671677609878,42.31671677609878
24693,1,0,0,241.10942560111812,,241.10942560111812,241.10942560111812
24694,1,0,0,958.6229756505076,,958.6229756505076,958.6229756505076
24695,1,1,0,195.52629453509778,,195.52629453509778,195.52629453509778
24699,1,0,0,5943.84685445839,,5943.84685445839,5943.84685445839
24701,1,0,0,9467.27376023349,,9467.27376023349,9467.27376023349
24702,1,0,0,106012.2046871824,,106012.2046871824,106012.2046871824
24703,1,0,0,279.26964960907367,,279.26964960907367,279.26964960907367
24704,1,0,0,322.10818930801565,,322.10818930801565,322.10818930801565
24705,1,0,0,62.62673049041057,,62.62673049041057,62.62673049041057
24706,1,0,0,1768.8433974525585,,1768.8433974525585,1768.8433974525585
24708,1,0,0,725.3025101548527,,725.3025101548527,725.3025101548527
24709,1,0,0,17521.009674671102,,17521.009674671102,17521.009674671102
24710,1,0,0,10245.00230704623,,10245.00230704623,10245.00230704623
24711,1,0,0,14118.418530303981,,14118.418530303981,14118.418530303981
24712,1,0,0,203.5776000430637,,203.5776000430637,203.5776000430637
24713,1,0,0,241.44870549698535,,241.44870549698535,241.44870549698535
24715,1,0,0,2342.629176287149,,2342.629176287149,2342.629176287149
24716,1,0,0,11788.832095744305,,11788.832095744305,11788.832095744305
24719,1,0,0,814.9670123450624,,814.9670123450624,814.9670123450624
24720,1,0,0,87977.3077677301,,87977.3077677301,87977.3077677301
24721,2,0,0,982.4468292808865,173.3008546755882,859.9046197543537,1104.9890388074193
24723,4,0,0,1184.7142566255716,603.0686686027495,390.9314524998629,1708.5585884982174
24725,1,0,0,481.7542050019223,,481.7542050019223,481.7542050019223
24726,1,0,0,128.12773038320904,,128.12773038320904,128.12773038320904
24727,1,0,0,15208.536200900828,,15208.536200900828,15208.536200900828
24732,1,0,0,4227.797252017284,,4227.797252017284,4227.797252017284
24740,1,0,0,1029.895728837108,,1029.895728837108,1029.895728837108
24742,1,0,0,1676.81023210238,,1676.81023210238,1676.81023210238
24743,1,0,0,2269.401918399888,,2269.401918399888,2269.401918399888
24746,1,0,0,17521.009674671102,,17521.009674671102,17521.009674671102
24747,1,0,0,3712.0621385302793,,3712.0621385302793,3712.0621385302793
24751,1,0,0,1003.1889316004045,,1003.1889316004045,1003.1889316004045
24753,1,0,0,1136.6342680189116,,1136.6342680189116,1136.6342680189116
24754,1,0,0,2177.6618535204134,,2177.6618535204134,2177.6618535204134
24755,1,0,0,420.47747025050967,,420.47747025050967,420.47747025050967
24756,1,0,0,595.4584451031698,,595.4584451031698,595.4584451031698
24757,1,0,0,150.86107501081895,,150.86107501081895,150.86107501081895
24758,1,0,0,142.3494262530363,,142.3494262530363,142.3494262530363
24759,1,0,0,89.96362027987703,,89.96362027987703,89.96362027987703
24761,1,0,0,68.73697341789489,,68.73697341789489,68.73697341789489
24763,1,0,0,1263.7609311241108,,1263.7609311241108,1263.7609311241108
24764,1,0,0,5219.431224035468,,5219.431224035468,5219.431224035468
24766,1,0,0,2177.6618535204134,,2177.6618535204134,2177.6618535204134
24767,1,0,0,412.1387662969703,,412.1387662969703,412.1387662969703
24768,1,0,0,835.9769090269747,,835.9769090269747,835.9769090269747
24769,1,0,0,1559.5605696429284,,1559.5605696429284,1559.5605696429284
24776,1,0,0,1222.1953773455293,,1222.1953773455293,1222.1953773455293
24777,1,0,0,219.15999998287995,,219.15999998287995,219.15999998287995
24778,1,0,0,18751.007919263175,,18751.007919263175,18751.007919263175
24779,1,0,0,429.9606980612092,,429.9606980612092,429.9606980612092
24781,1,0,0,9467.27376023349,,9467.27376023349,9467.27376023349
24783,1,0,0,407.4277465504127,,407.4277465504127,407.4277465504127
24784,1,0,0,12779.741532747103,,12779.741532747103,12779.741532747103
24789,1,0,0,354.379725368709,,354.379725368709,354.379725368709
24790,1,0,0,3654.0122201543413,,3654.0122201543413,3654.0122201543413
24794,1,0,0,29.980000003539608,,29.980000003539608,29.980000003539608
24796,1,0,0,1190.6986556916268,,1190.6986556916268,1190.6986556916268
24799,1,0,0,292.2636431015848,,292.2636431015848,292.2636431015848
24801,1,0,0,10245.00230704623,,10245.00230704623,10245.00230704623
24804,1,0,0,20726.826761648117,,20726.826761648117,20726.826761648117
24805,1,0,0,485.9945030652793,,485.9945030652793,485.9945030652793
24806,1,0,0,72.28163593643804,,72.28163593643804,72.28163593643804
24809,1,0,0,201.23348550470482,,201.23348550470482,201.23348550470482
24815,1,0,0,1048.6907061906716,,1048.6907061906716,1048.6907061906716
24817,1,0,0,557.6732680473231,,557.6732680473231,557.6732680473231
24821,1,0,0,727.5197179148659,,727.5197179148659,727.5197179148659
24824,1,0,0,52.12604997656382,,52.12604997656382,52.12604997656382
24825,1,0,0,285.2642674244043,,285.2642674244043,285.2642674244043
24827,1,0,0,285.2642674244043,,285.2642674244043,285.2642674244043
24830,1,0,0,249.51444911157614,,249.51444911157614,249.51444911157614
24832,1,0,0,1862.9146203474684,,1862.9146203474684,1862.9146203474684
24833,1,0,0,492.094015671772,,492.094015671772,492.094015671772
24838,1,0,0,993.6751237547134,,993.6751237547134,993.6751237547134
24842,1,0,0,429.57972843241936,,429.57972843241936,429.57972843241936
24843,1,0,0,1222.1953773455293,,1222.1953773455293,1222.1953773455293
24848,1,0,0,2087.599917125672,,2087.599917125672,2087.599917125672
24849,1,0,0,123.73830922266642,,123.73830922266642,123.73830922266642
24856,1,0,0,511.4709576258334,,511.4709576258334,511.4709576258334
24857,1,0,0,312.14542340450464,,312.14542340450464,312.14542340450464
24858,1,0,0,231.0263021922669,,231.0263021922669,231.0263021922669
24859,1,0,0,659.8446902488306,,659.8446902488306,659.8446902488306
24860,1,0,0,1508.832876378159,,1508.832876378159,1508.832876378159
24863,1,0,0,1052.6080788519691,,1052.6080788519691,1052.6080788519691
24868,1,0,0,1116.7055031787647,,1116.7055031787647,1116.7055031787647
24869,1,0,0,270.18245150977117,,270.18245150977117,270.18245150977117
24870,1,0,0,132.73109999746677,,132.73109999746677,132.73109999746677
24871,1,0,0,302.91350282625393,,302.91350282625393,302.91350282625393
24875,1,0,0,826.2923789130846,,826.2923789130846,826.2923789130846
24876,1,0,0,3201.383649875501,,3201.383649875501,3201.383649875501
24878,1,0,0,429.57972843241936,,429.57972843241936,429.57972843241936
24879,1,0,0,2001.7739554812524,,2001.7739554812524,2001.7739554812524
24880,1,0,0,7442.514369389877,,7442.514369389877,7442.514369389877
24881,1,0,0,1753.243303180591,,1753.243303180591,1753.243303180591
24882,1,0,0,165.85041577284898,,165.85041577284898,165.85041577284898
24883,1,0,0,15208.536200900828,,15208.536200900828,15208.536200900828
24884,1,0,0,302.7983611264733,,302.7983611264733,302.7983611264733
24886,1,0,0,1751.0730443955078,,1751.0730443955078,1751.0730443955078
24887,1,0,0,2123.305248720778,,2123.305248720778,2123.305248720778
24889,1,0,0,615.9207645401505,,615.9207645401505,615.9207645401505
24890,1,0,0,1030.5171826550177,,1030.5171826550177,1030.5171826550177
24893,1,0,0,30170.91345216932,,30170.91345216932,30170.91345216932
24894,1,0,0,188.0044538914724,,188.0044538914724,188.0044538914724
24895,1,0,0,1454.4253620104794,,1454.4253620104794,1454.4253620104794
24896,1,0,0,259.7967277608085,,259.7967277608085,259.7967277608085
24897,1,0,0,12.238583326712188,,12.238583326712188,12.238583326712188
24898,1,0,0,188.0044538914724,,188.0044538914724,188.0044538914724
24900,1,0,0,188.0464356129716,,188.0464356129716,188.0464356129716
24901,1,0,0,141.33128885773345,,141.33128885773345,141.33128885773345
24902,1,0,0,115.87475000912798,,115.87475000912798,115.87475000912798
24903,1,0,0,107.06860001691209,,107.06860001691209,107.06860001691209
24904,1,0,0,24.593738714551467,,24.593738714551467,24.593738714551467
24905,1,0,0,22585.240078677616,,22585.240078677616,22585.240078677616
24906,1,0,0,14247.213629125625,,14247.213629125625,14247.213629125625
24907,1,0,0,140.0299999878445,,140.0299999878445,140.0299999878445
24908,1,0,0,59.95988453400935,,59.95988453400935,59.95988453400935
24911,1,0,0,58.33701742609547,,58.33701742609547,58.33701742609547
24913,1,0,0,4018.2431624698256,,4018.2431624698256,4018.2431624698256
24914,1,0,0,592.9910014238108,,592.9910014238108,592.9910014238108
24915,2,0,0,937.0632249496573,16.447926760483618,925.4327844008596,948.693665498455
24916,1,0,0,12779.741532747103,,12779.741532747103,12779.741532747103
24917,1,0,0,78257.95041593624,,78257.95041593624,78257.95041593624
24918,1,0,0,602.6847339118922,,602.6847339118922,602.6847339118922
24919,1,0,0,677.3660520238999,,677.3660520238999,677.3660520238999
24920,1,0,0,677.3660520238999,,677.3660520238999,677.3660520238999
24921,1,0,0,2123.305248720778,,2123.305248720778,2123.305248720778
24922,1,0,0,5219.431224035468,,5219.431224035468,5219.431224035468
24924,1,0,0,8751.193847010849,,8751.193847010849,8751.193847010849
24925,1,0,0,2361.1710000416747,,2361.1710000416747,2361.1710000416747
24926,1,0,0,36581.56524011716,,36581.56524011716,36581.56524011716
24927,1,0,0,8751.193847010849,,8751.193847010849,8751.193847010849
24928,1,0,0,725.9193594590836,,725.9193594590836,725.9193594590836
24929,1,0,0,640.5183433355188,,640.5183433355188,640.5183433355188
24930,1,0,0,297.18375293437185,,297.18375293437185,297.18375293437185
24932,1,0,0,296.6546328976191,,296.6546328976191,296.6546328976191
24933,1,0,0,154.47522714693022,,154.47522714693022,154.47522714693022
24934,1,0,0,1327.5229310451223,,1327.5229310451223,1327.5229310451223
24935,1,0,0,212.0200213322025,,212.0200213322025,212.0200213322025
24936,1,0,0,11977.49895336098,,11977.49895336098,11977.49895336098
24937,1,0,0,159.4821410083979,,159.4821410083979,159.4821410083979
24938,1,0,0,8274.579534307532,,8274.579534307532,8274.579534307532
24940,1,0,0,1142.1557500320314,,1142.1557500320314,1142.1557500320314
24942,1,0,0,11267.175453480053,,11267.175453480053,11267.175453480053
24945,1,0,0,66.6330948269059,,66.6330948269059,66.6330948269059
24946,1,0,0,206.64307482265838,,206.64307482265838,206.64307482265838
24947,1,0,0,179.90034189185513,,179.90034189185513,179.90034189185513
24948,1,0,0,82.22789112250643,,82.22789112250643,82.22789112250643
24949,1,0,0,575.5001862151252,,575.5001862151252,575.5001862151252
24950,1,0,0,4819.133997192222,,4819.133997192222,4819.133997192222
24951,1,0,0,966.7176556241564,,966.7176556241564,966.7176556241564
24952,1,0,0,397.2229691245908,,397.2229691245908,397.2229691245908
24954,1,0,0,4819.133997192222,,4819.133997192222,4819.133997192222
24956,1,0,0,303.54516057381204,,303.54516057381204,303.54516057381204
24958,1,0,0,856.7932512237951,,856.7932512237951,856.7932512237951
24959,1,0,0,1611.5165663681844,,1611.5165663681844,1611.5165663681844
24961,1,0,0,227.49394914871021,,227.49394914871021,227.49394914871021
24962,1,0,0,741.8375628128668,,741.8375628128668,741.8375628128668
24963,1,0,0,310.0011500197794,,310.0011500197794,310.0011500197794
24964,1,0,0,407.8028810784019,,407.8028810784019,407.8028810784019
24965,1,0,0,813.6013511959068,,813.6013511959068,813.6013511959068
24966,1,0,0,407.8028810784019,,407.8028810784019,407.8028810784019
24967,1,0,0,13478.689362361813,,13478.689362361813,13478.689362361813
